seed,total_requests,hits,hit_rate,num_misses,outage_rate,pair_count,single_count,pairs_both_satisfied,pairs_partial,pairs_none,top_popular,policy,run_idx
2044,10000,6702,0.6702,3298,0.34232868405093997,1649,0,520,1129,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,20
2045,10000,6579,0.6579,3421,0.49985384390529086,1710,1,0,1710,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lfu,21
2046,10000,6634,0.6634,3366,0.5,1683,0,0,1683,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,22
2047,10000,6662,0.6662,3338,0.3894547633313361,1669,0,369,1300,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",lfu,23
2048,10000,6604,0.6604,3396,0.36160188457008247,1698,0,470,1228,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,24
2049,10000,6603,0.6603,3397,0.49985281130409187,1698,1,0,1698,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,25
2050,10000,6593,0.6593,3407,0.4998532433225712,1703,1,0,1703,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,26
2051,10000,6652,0.6652,3348,0.5,1674,0,0,1674,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",lfu,27
2052,10000,6618,0.6618,3382,0.45150798344175047,1691,0,164,1527,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,28
2053,10000,6590,0.659,3410,0.5,1705,0,0,1705,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",lfu,29
2054,10000,6633,0.6633,3367,0.31036531036531034,1683,1,638,1045,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(9)]",lfu,30
2055,10000,6633,0.6633,3367,0.39144639144639143,1683,1,365,1318,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(4), np.int32(3), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,31
2056,10000,6685,0.6685,3315,0.4057315233785822,1657,1,312,1345,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(12)]",lfu,32
2057,10000,6647,0.6647,3353,0.4998508798091262,1676,1,0,1676,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,33
2058,10000,6691,0.6691,3309,0.324267150196434,1654,1,581,1073,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",lfu,34
2059,10000,6568,0.6568,3432,0.5,1716,0,0,1716,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,35
2060,10000,6684,0.6684,3316,0.5,1658,0,0,1658,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",lfu,36
2061,10000,6618,0.6618,3382,0.26522767593140156,1691,0,794,897,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(10), np.int32(8)]",lfu,37
2062,10000,6575,0.6575,3425,0.4840875912408759,1712,1,54,1658,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(9)]",lfu,38
2063,10000,6603,0.6603,3397,0.47571386517515457,1698,1,82,1616,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,39
2064,10000,6660,0.666,3340,0.5,1670,0,0,1670,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",lfu,40
2065,10000,6639,0.6639,3361,0.40493900624814044,1680,1,319,1361,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,41
2066,10000,6702,0.6702,3298,0.35112189205579136,1649,0,491,1158,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(9), np.int32(8)]",lfu,42
2067,10000,6686,0.6686,3314,0.5,1657,0,0,1657,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(9), np.int32(7)]",lfu,43
2068,10000,6658,0.6658,3342,0.5,1671,0,0,1671,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(8), np.int32(9), np.int32(7)]",lfu,44
2069,10000,6700,0.67,3300,0.5,1650,0,0,1650,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,45
2070,10000,6654,0.6654,3346,0.46921697549312613,1673,0,103,1570,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",lfu,46
2071,10000,6615,0.6615,3385,0.4998522895125554,1692,1,0,1692,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(5), np.int32(4), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,47
2072,10000,6640,0.664,3360,0.3261904761904762,1680,0,584,1096,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,48
2073,10000,6642,0.6642,3358,0.5,1679,0,0,1679,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,49
2074,10000,6616,0.6616,3384,0.5,1692,0,0,1692,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",lfu,50
2025,10000,5506,0.5506,4494,0.5,2247,0,0,2247,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",random,1
2026,10000,5515,0.5515,4485,0.49988851727982164,2242,1,0,2242,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,2
2027,10000,5528,0.5528,4472,0.5,2236,0,0,2236,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,3
2028,10000,5618,0.5618,4382,0.4461433135554541,2191,0,236,1955,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,4
2029,10000,5449,0.5449,4551,0.4998901340364755,2275,1,0,2275,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",random,5
2030,10000,5622,0.5622,4378,0.5,2189,0,0,2189,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,6
2031,10000,5595,0.5595,4405,0.4858115777525539,2202,1,62,2140,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,7
2032,10000,5573,0.5573,4427,0.49988705669753786,2213,1,0,2213,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,8
2033,10000,5580,0.558,4420,0.5,2210,0,0,2210,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,9
2034,10000,5556,0.5556,4444,0.5,2222,0,0,2222,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,10
2035,10000,5609,0.5609,4391,0.4998861307219312,2195,1,0,2195,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,11
2036,10000,5423,0.5423,4577,0.4998907581385187,2288,1,0,2288,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,12
2037,10000,5560,0.556,4440,0.33378378378378376,2220,0,738,1482,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",random,13
2038,10000,5653,0.5653,4347,0.47987117552334946,2173,1,87,2086,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,14
2039,10000,5504,0.5504,4496,0.5,2248,0,0,2248,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,15
2040,10000,5576,0.5576,4424,0.3811030741410488,2212,0,526,1686,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",random,16
2041,10000,5596,0.5596,4404,0.5,2202,0,0,2202,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,17
2042,10000,5637,0.5637,4363,0.49988539995416,2181,1,0,2181,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",random,18
2043,10000,5463,0.5463,4537,0.4752038792153405,2268,1,112,2156,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,19
2044,10000,5660,0.566,4340,0.3467741935483871,2170,0,665,1505,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,20
2045,10000,5508,0.5508,4492,0.5,2246,0,0,2246,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",random,21
2046,10000,5543,0.5543,4457,0.4998878169172089,2228,1,0,2228,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,22
2047,10000,5586,0.5586,4414,0.3724512913457182,2207,0,563,1644,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(9), np.int32(8)]",random,23
2048,10000,5570,0.557,4430,0.3625282167042889,2215,0,609,1606,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,24
2049,10000,5609,0.5609,4391,0.4998861307219312,2195,1,0,2195,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,25
2050,10000,5496,0.5496,4504,0.5,2252,0,0,2252,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,26
2051,10000,5568,0.5568,4432,0.5,2216,0,0,2216,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(10)]",random,27
2052,10000,5518,0.5518,4482,0.46943328871039713,2241,0,137,2104,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,28
2053,10000,5623,0.5623,4377,0.49988576650673977,2188,1,0,2188,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(9)]",random,29
2054,10000,5577,0.5577,4423,0.3257969703820936,2211,1,770,1441,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(8), np.int32(9)]",random,30
2055,10000,5562,0.5562,4438,0.3945470932852636,2219,0,468,1751,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(4), np.int32(3), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,31
2056,10000,5623,0.5623,4377,0.38702307516563855,2188,1,494,1694,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(12)]",random,32
2057,10000,5582,0.5582,4418,0.5,2209,0,0,2209,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,33
2058,10000,5575,0.5575,4425,0.3161581920903955,2212,1,813,1399,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(11)]",random,34
2059,10000,5507,0.5507,4493,0.49988871578010236,2246,1,0,2246,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,35
2060,10000,5623,0.5623,4377,0.49988576650673977,2188,1,0,2188,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",random,36
2061,10000,5582,0.5582,4418,0.2541874151199638,2209,0,1086,1123,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(10), np.int32(8)]",random,37
2062,10000,5401,0.5401,4599,0.4901065449010654,2299,1,45,2254,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(7), np.int32(8), np.int32(9)]",random,38
2063,10000,5568,0.5568,4432,0.4717960288808664,2216,0,125,2091,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,39
2064,10000,5614,0.5614,4386,0.5,2193,0,0,2193,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(7), np.int32(10)]",random,40
2065,10000,5585,0.5585,4415,0.33091732729331824,2207,1,746,1461,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,41
2066,10000,5622,0.5622,4378,0.3273184102329831,2189,0,756,1433,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(7), np.int32(6), np.int32(9), np.int32(8)]",random,42
2067,10000,5508,0.5508,4492,0.5,2246,0,0,2246,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(8), np.int32(9), np.int32(7)]",random,43
2068,10000,5578,0.5578,4422,0.5,2211,0,0,2211,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(6), np.int32(5), np.int32(8), np.int32(9), np.int32(7)]",random,44
2069,10000,5605,0.5605,4395,0.4998862343572241,2197,1,0,2197,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,45
2070,10000,5605,0.5605,4395,0.4998862343572241,2197,1,0,2197,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(10)]",random,46
2071,10000,5544,0.5544,4456,0.5,2228,0,0,2228,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(5), np.int32(4), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,47
2072,10000,5538,0.5538,4462,0.3164500224114747,2231,0,819,1412,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,48
2073,10000,5607,0.5607,4393,0.4998861825631687,2196,1,0,2196,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,49
2074,10000,5610,0.561,4390,0.5,2195,0,0,2195,0,"[np.int32(0), np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9)]",random,50
